events,batter,pitcher,stand,p_throws,home_team,pitcher_game_pitch_count,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9
walk,683734,670950,R,R,CWS,23,672386,457759,676914,643396,666182,662139,595281,543807
field_out,686676,670950,R,R,CWS,28,672386,457759,676914,643396,666182,662139,595281,543807
field_out,657557,670950,R,R,CWS,32,672386,457759,676914,643396,666182,662139,595281,543807
field_out,665489,623167,R,R,CWS,79,455117,683734,670032,682868,657557,667452,666150,657757
field_out,666182,623167,R,R,CWS,86,455117,683734,670032,682868,657557,667452,666150,657757
field_out,457759,623167,R,R,CWS,90,455117,683734,670032,682868,657557,667452,666150,657757
field_out,666150,670950,L,R,CWS,33,672386,457759,676914,643396,666182,662139,595281,543807
field_out,682868,670950,R,R,CWS,36,672386,457759,676914,643396,666182,662139,595281,543807
field_out,455117,670950,R,R,CWS,37,672386,457759,676914,643396,666182,662139,595281,543807
double,543807,605121,R,R,CWS,2,455117,683734,670032,682868,657557,667452,666150,657757
single,672386,605121,R,R,CWS,4,455117,683734,670032,682868,657557,667452,666150,657757
force_out,643396,605121,R,R,CWS,10,455117,683734,670032,682868,657557,667452,666150,657757
field_out,595281,605121,L,R,CWS,11,455117,683734,670032,682868,657557,667452,666150,657757
field_out,676914,605121,R,R,CWS,14,455117,683734,670032,682868,657557,667452,666150,657757
field_out,667452,641835,R,L,CWS,4,672386,457759,676914,643396,666182,662139,595281,543807
field_out,670032,641835,L,L,CWS,9,672386,457759,676914,643396,666182,662139,595281,543807
walk,657757,641835,L,L,CWS,14,672386,457759,676914,643396,666182,662139,595281,543807
field_out,683734,641835,R,L,CWS,15,672386,457759,676914,643396,666182,662139,595281,543807
field_out,662139,673929,L,R,CWS,5,455117,683734,670032,682868,657557,667452,666150,657757
field_out,665489,673929,R,R,CWS,10,455117,683734,670032,682868,657557,667452,666150,657757
single,666182,673929,R,R,CWS,15,455117,683734,670032,682868,657557,667452,666150,657757
walk,457759,673929,R,R,CWS,21,455117,683734,670032,682868,657557,667452,666150,657757
field_out,543807,673929,R,R,CWS,25,455117,683734,670032,682868,657557,667452,666150,657757
field_out,686676,647315,R,R,CWS,6,672386,624415,676914,643396,666182,662139,595281,543807
double,657557,647315,R,R,CWS,8,672386,624415,676914,643396,666182,662139,595281,543807
field_out,666150,647315,L,R,CWS,10,672386,624415,676914,643396,666182,662139,595281,543807
strikeout,682868,647315,R,R,CWS,17,672386,624415,676914,643396,666182,662139,595281,543807
field_out,672386,621383,R,L,CWS,4,455117,683734,670032,682868,657557,667452,666150,657757
field_out,643396,621383,R,L,CWS,7,455117,683734,670032,682868,657557,667452,666150,657757
strikeout,595281,621383,L,L,CWS,11,455117,683734,670032,682868,657557,667452,666150,657757
strikeout,664901,554340,R,R,CWS,4,672386,624415,676914,643396,666182,662139,595281,543807
field_out,667452,554340,R,R,CWS,12,672386,624415,676914,643396,666182,662139,595281,543807
field_out,670032,554340,L,R,CWS,15,672386,624415,676914,643396,666182,662139,595281,543807
field_out,676914,656629,R,R,CWS,4,686676,683734,670032,682868,657557,667452,666150,657757
field_out,662139,656629,L,R,CWS,6,686676,683734,670032,682868,657557,667452,666150,657757
field_out,665489,656629,R,R,CWS,11,686676,683734,670032,682868,657557,667452,666150,657757
field_out,657757,605447,L,R,CWS,2,672386,624415,676914,643396,666182,662139,595281,543807
strikeout,683734,605447,R,R,CWS,8,672386,624415,676914,643396,666182,662139,595281,543807
home_run,686676,605447,R,R,CWS,13,672386,624415,676914,643396,666182,662139,595281,543807
field_out,657557,605447,R,R,CWS,16,672386,624415,676914,643396,666182,662139,595281,543807
double,676914,663765,R,R,CWS,4,686676,683734,670032,682868,657557,643217,502054,667452
field_out,643376,663765,R,R,CWS,9,686676,683734,670032,682868,657557,643217,502054,667452
field_out,665489,663765,R,R,CWS,13,686676,683734,670032,682868,657557,643217,502054,667452
strikeout,666182,663765,R,R,CWS,17,686676,683734,670032,682868,657557,643217,502054,667452
field_out,502054,592332,R,R,CWS,3,643376,665489,676914,643396,666182,662139,595281,543807
triple,670032,592332,L,R,CWS,6,643376,665489,676914,643396,666182,662139,595281,543807
walk,657757,592332,L,R,CWS,11,643376,665489,676914,643396,666182,662139,595281,543807
grounded_into_double_play,683734,592332,R,R,CWS,12,643376,665489,676914,643396,666182,662139,595281,543807
field_out,457759,663765,R,R,CWS,19,686676,683734,670032,682868,657557,643217,502054,667452
strikeout,662139,663765,L,R,CWS,27,686676,683734,670032,682868,657557,643217,502054,667452
single,543807,663765,R,R,CWS,32,686676,683734,670032,682868,657557,643217,502054,667452
double,643396,663765,R,R,CWS,37,686676,683734,670032,682868,657557,643217,502054,667452
walk,595281,663765,L,R,CWS,44,686676,683734,670032,682868,657557,643217,502054,667452
double,676914,663765,R,R,CWS,47,686676,683734,670032,682868,657557,643217,502054,667452
field_out,643376,663765,R,R,CWS,51,686676,683734,670032,682868,657557,643217,502054,667452
field_out,643217,592332,L,R,CWS,17,643376,665489,676914,643396,666182,662139,595281,543807
strikeout,686676,592332,R,R,CWS,20,643376,665489,676914,643396,666182,662139,595281,543807
field_out,657557,592332,R,R,CWS,21,643376,665489,676914,643396,666182,662139,595281,543807
field_out,665489,663765,R,R,CWS,59,686676,683734,670032,682868,657557,643217,502054,667452
field_out,666182,663765,R,R,CWS,62,686676,683734,670032,682868,657557,643217,502054,667452
field_out,457759,663765,R,R,CWS,64,686676,683734,670032,682868,657557,643217,502054,667452
single,667452,592332,R,R,CWS,22,643376,665489,676914,643396,666182,662139,595281,543807
field_out,682868,592332,R,R,CWS,25,643376,665489,676914,643396,666182,662139,595281,543807
field_out,502054,592332,R,R,CWS,30,643376,665489,676914,643396,666182,662139,595281,543807
double,670032,592332,L,R,CWS,34,643376,665489,676914,643396,666182,662139,595281,543807
field_out,657757,592332,L,R,CWS,40,643376,665489,676914,643396,666182,662139,595281,543807
field_out,662139,663765,L,R,CWS,66,686676,683734,670032,682868,657557,643217,502054,667452
walk,543807,663765,R,R,CWS,72,686676,683734,670032,682868,657557,643217,502054,667452
field_out,643396,663765,R,R,CWS,73,686676,683734,670032,682868,657557,643217,502054,667452
strikeout,595281,663765,L,R,CWS,77,686676,683734,670032,682868,657557,643217,502054,667452
field_out,683734,592332,R,R,CWS,53,643376,665489,676914,643396,666182,662139,595281,543807
field_out,643217,592332,L,R,CWS,55,643376,665489,676914,643396,666182,662139,595281,543807
field_out,686676,592332,R,R,CWS,59,643376,665489,676914,643396,666182,662139,595281,543807
strikeout,676914,663765,R,R,CWS,83,686676,683734,670032,682868,657557,643217,502054,667452
single,643376,663765,R,R,CWS,86,686676,683734,670032,682868,657557,643217,502054,667452
single,665489,605121,R,R,CWS,6,686676,683734,670032,682868,657557,643217,502054,667452
field_out,666182,605121,R,R,CWS,10,686676,683734,670032,682868,657557,643217,502054,667452
strikeout,457759,605121,R,R,CWS,15,686676,683734,670032,682868,657557,643217,502054,667452
strikeout,657557,592332,R,R,CWS,64,643376,665489,676914,643396,666182,662139,595281,543807
field_out,667452,592332,R,R,CWS,67,643376,665489,676914,643396,666182,662139,595281,543807
field_out,682868,592332,R,R,CWS,69,643376,665489,676914,643396,666182,662139,595281,543807
single,662139,621383,L,L,CWS,2,686676,683734,670032,682868,657557,643217,502054,667452
walk,543807,621383,R,L,CWS,8,686676,683734,670032,682868,657557,643217,502054,667452
walk,643396,621383,R,L,CWS,12,686676,683734,670032,682868,657557,643217,502054,667452
force_out,595281,621383,L,L,CWS,16,686676,683734,670032,682868,657557,643217,502054,667452
sac_fly,676914,621383,R,L,CWS,21,686676,683734,670032,682868,657557,643217,502054,667452
strikeout,643376,621383,R,L,CWS,26,686676,683734,670032,682868,657557,643217,502054,667452
field_out,502054,592332,R,R,CWS,74,643376,665489,676914,643396,666182,662139,595281,543807
strikeout,670032,592332,L,R,CWS,78,643376,665489,676914,643396,666182,662139,595281,543807
double,657757,592332,L,R,CWS,84,643376,665489,676914,643396,666182,662139,595281,543807
field_out,683734,592332,R,R,CWS,87,643376,665489,676914,643396,666182,662139,595281,543807
walk,665489,673929,R,R,CWS,6,686676,683734,670032,682868,657557,643217,502054,667452
field_out,666182,673929,R,R,CWS,10,686676,683734,670032,682868,657557,643217,502054,667452
walk,457759,673929,R,R,CWS,15,686676,683734,670032,682868,657557,643217,502054,667452
strikeout,662139,673929,L,R,CWS,20,686676,683734,670032,682868,657557,643217,502054,667452
walk,543807,673929,R,R,CWS,25,686676,683734,670032,682868,657557,643217,502054,667452
field_out,643396,673929,R,R,CWS,27,686676,683734,670032,682868,657557,643217,502054,667452
field_out,643217,643338,L,R,CWS,3,643376,665489,676914,643396,666182,662139,595281,543807
single,686676,643338,R,R,CWS,6,643376,665489,676914,643396,666182,662139,595281,543807
field_out,657557,643338,R,R,CWS,9,643376,665489,676914,643396,666182,662139,595281,543807
force_out,667452,643338,R,R,CWS,12,643376,665489,676914,643396,666182,662139,595281,543807
field_out,595281,657612,L,L,CWS,1,686676,683734,670032,682868,657557,643217,502054,667452
single,676914,657612,R,L,CWS,2,686676,683734,670032,682868,657557,643217,502054,667452
single,643376,657612,R,L,CWS,6,686676,683734,670032,682868,657557,643217,502054,667452
strikeout,665489,657612,R,L,CWS,10,686676,683734,670032,682868,657557,643217,502054,667452
single,666182,657612,R,L,CWS,11,686676,683734,670032,682868,657557,643217,502054,667452
single,457759,657612,R,L,CWS,15,686676,683734,670032,682868,657557,643217,502054,667452
single,662139,657612,L,L,CWS,19,686676,683734,670032,682868,657557,643217,502054,667452
single,543807,657612,R,L,CWS,25,686676,683734,670032,682868,657557,643217,502054,667452
force_out,643396,657612,R,L,CWS,29,686676,683734,670032,682868,657557,643217,502054,667452
field_out,682868,650893,R,L,CWS,5,643376,665489,676914,643396,666182,662139,595281,543807
strikeout,502054,650893,R,L,CWS,8,643376,665489,676914,643396,666182,662139,595281,543807
single,621545,650893,R,L,CWS,10,643376,665489,676914,643396,666182,662139,595281,543807
double,664901,650893,R,L,CWS,12,643376,665489,676914,643396,666182,662139,595281,543807
single,683734,650893,R,L,CWS,14,643376,665489,676914,643396,666182,662139,595281,543807
field_out,643217,650893,L,L,CWS,17,643376,665489,676914,643396,666182,662139,595281,543807
field_out,595281,605154,L,R,CWS,2,686676,683734,621545,682868,657557,643217,502054,667452
walk,676914,605154,R,R,CWS,6,686676,683734,621545,682868,657557,643217,502054,667452
field_out,643376,605154,R,R,CWS,8,686676,683734,621545,682868,657557,643217,502054,667452
field_out,665489,605154,R,R,CWS,12,686676,683734,621545,682868,657557,643217,502054,667452
field_out,686676,641835,R,L,CWS,2,643376,665489,676914,643396,666182,662139,595281,543807
field_out,657557,641835,R,L,CWS,5,643376,665489,676914,643396,666182,662139,595281,543807
field_out,667452,641835,R,L,CWS,7,643376,665489,676914,643396,666182,662139,595281,543807
field_out,683002,605182,L,R,CWS,2,686676,683734,670032,664901,657557,643217,666150,502054
strikeout,668939,605182,L,R,CWS,6,686676,683734,670032,664901,657557,643217,666150,502054
strikeout,656811,605182,L,R,CWS,10,686676,683734,670032,664901,657557,643217,666150,502054
single,502054,680570,R,R,CWS,2,668939,663624,622761,676059,683002,681297,656775,623993
field_out,670032,680570,L,R,CWS,4,668939,663624,622761,676059,683002,681297,656775,623993
single,683734,680570,R,R,CWS,7,668939,663624,622761,676059,683002,681297,656775,623993
walk,657757,680570,L,R,CWS,13,668939,663624,622761,676059,683002,681297,656775,623993
strikeout,657557,680570,R,R,CWS,17,668939,663624,622761,676059,683002,681297,656775,623993
walk,643217,680570,L,R,CWS,25,668939,663624,622761,676059,683002,681297,656775,623993
field_out,686676,680570,R,R,CWS,30,668939,663624,622761,676059,683002,681297,656775,623993
field_out,623993,605182,L,R,CWS,14,686676,683734,670032,664901,657557,643217,666150,502054
strikeout,676059,605182,R,R,CWS,18,686676,683734,670032,664901,657557,643217,666150,502054
field_out,681297,605182,L,R,CWS,24,686676,683734,670032,664901,657557,643217,666150,502054
field_out,666150,680570,L,R,CWS,32,668939,663624,622761,676059,683002,681297,656775,623993
strikeout,664901,680570,R,R,CWS,36,668939,663624,622761,676059,683002,681297,656775,623993
strikeout,502054,680570,R,R,CWS,42,668939,663624,622761,676059,683002,681297,656775,623993
single,663624,605182,R,R,CWS,30,686676,683734,670032,664901,657557,643217,666150,502054
force_out,656775,605182,L,R,CWS,32,686676,683734,670032,664901,657557,643217,666150,502054
walk,622761,605182,R,R,CWS,39,686676,683734,670032,664901,657557,643217,666150,502054
walk,683002,605182,L,R,CWS,44,686676,683734,670032,664901,657557,643217,666150,502054
single,668939,605182,L,R,CWS,46,686676,683734,670032,664901,657557,643217,666150,502054
grounded_into_double_play,656811,605182,L,R,CWS,51,686676,683734,670032,664901,657557,643217,666150,502054
field_out,670032,680570,L,R,CWS,46,668939,663624,622761,676059,683002,681297,656775,623993
field_out,683734,680570,R,R,CWS,47,668939,663624,622761,676059,683002,681297,656775,623993
walk,657757,680570,L,R,CWS,53,668939,663624,622761,676059,683002,681297,656775,623993
hit_by_pitch,657557,680570,R,R,CWS,56,668939,663624,622761,676059,683002,681297,656775,623993
single,643217,680570,L,R,CWS,60,668939,663624,622761,676059,683002,681297,656775,623993
strikeout,686676,680570,R,R,CWS,64,668939,663624,622761,676059,683002,681297,656775,623993
home_run,623993,605182,L,R,CWS,53,686676,683734,670032,664901,657557,643217,666150,502054
field_out,676059,605182,R,R,CWS,54,686676,683734,670032,664901,657557,643217,666150,502054
field_out,681297,605182,L,R,CWS,56,686676,683734,670032,664901,657557,643217,666150,502054
single,663624,605182,R,R,CWS,60,686676,683734,670032,664901,657557,643217,666150,502054
single,656775,605182,L,R,CWS,68,686676,683734,670032,664901,657557,643217,666150,502054
home_run,622761,605182,R,R,CWS,73,686676,683734,670032,664901,657557,643217,666150,502054
single,683002,605182,L,R,CWS,78,686676,683734,670032,664901,657557,643217,666150,502054
strikeout,668939,605182,L,R,CWS,83,686676,683734,670032,664901,657557,643217,666150,502054
strikeout,666150,680570,L,R,CWS,69,668939,663624,622761,676059,683002,681297,656775,623993
field_out,664901,680570,R,R,CWS,71,668939,663624,622761,676059,683002,681297,656775,623993
walk,502054,680570,R,R,CWS,77,668939,663624,622761,676059,683002,681297,656775,623993
field_out,670032,680570,L,R,CWS,78,668939,663624,622761,676059,683002,681297,656775,623993
field_out,656811,605182,L,R,CWS,87,686676,683734,670032,664901,657557,643217,666150,502054
strikeout,623993,605182,L,R,CWS,92,686676,683734,670032,664901,657557,643217,666150,502054
walk,676059,605182,R,R,CWS,98,686676,683734,670032,664901,657557,643217,666150,502054
truncated_pa,681297,694363,L,L,CWS,2,686676,683734,670032,664901,657557,643217,666150,502054
strikeout,683734,680570,R,R,CWS,83,668939,663624,622761,676059,683002,681297,656775,623993
walk,657757,680570,L,R,CWS,90,668939,663624,622761,676059,683002,681297,656775,623993
strikeout,657557,680570,R,R,CWS,93,668939,663624,622761,676059,683002,681297,656775,623993
field_out,643217,680570,L,R,CWS,94,668939,663624,622761,676059,683002,681297,656775,623993
field_out,681297,694363,L,L,CWS,6,686676,683734,670032,664901,657557,643217,666150,502054
double,663624,694363,R,L,CWS,8,686676,683734,670032,664901,657557,643217,666150,502054
field_out,656775,694363,L,L,CWS,12,686676,683734,670032,664901,657557,643217,666150,502054
walk,622761,694363,R,L,CWS,16,686676,683734,670032,664901,657557,643217,666150,502054
walk,683002,694363,L,L,CWS,22,686676,683734,670032,664901,657557,643217,666150,502054
single,668939,694363,R,L,CWS,27,686676,683734,670032,664901,657557,643217,666150,502054
single,669720,694363,R,L,CWS,30,686676,683734,670032,664901,657557,643217,666150,502054
field_out,623993,694363,R,L,CWS,32,686676,683734,670032,664901,657557,643217,666150,502054
strikeout,686676,543056,R,L,CWS,3,668939,663624,622761,676059,683002,681297,656775,623993
strikeout,667452,543056,R,L,CWS,10,668939,663624,622761,676059,683002,681297,656775,623993
strikeout,664901,543056,R,L,CWS,13,668939,663624,622761,676059,683002,681297,656775,623993
field_out,676059,694363,R,L,CWS,37,686676,683734,670032,664901,657557,643217,502054,667452
field_out,681297,694363,L,L,CWS,40,686676,683734,670032,664901,657557,643217,502054,667452
single,663624,694363,R,L,CWS,42,686676,683734,670032,664901,657557,643217,502054,667452
